2.000000000000000042e-03,5.000000000000000104e-03,2.000000000000000111e-01,5.000000000000000278e-02,1.000000000000000021e-03,1.000000000000000000e+02,1.000000000000000056e-01,1.000000000000000021e-03,1.000000000000000021e-03
2.000000000000000042e-03,5.000000000000000104e-03,2.000000000000000111e-01,5.000000000000000278e-02,1.000000000000000021e-03,1.000000000000000000e+02,1.000000000000000056e-01,1.000000000000000021e-03,1.000000000000000021e-03
2.000000000000000042e-03,5.000000000000000104e-03,2.000000000000000111e-01,5.000000000000000278e-02,1.000000000000000021e-03,1.000000000000000000e+02,1.000000000000000056e-01,1.000000000000000021e-03,1.000000000000000021e-03
2.000000000000000042e-03,5.000000000000000104e-03,2.000000000000000111e-01,5.000000000000000278e-02,1.000000000000000021e-03,1.000000000000000000e+02,1.000000000000000056e-01,1.000000000000000021e-03,1.000000000000000021e-03
2.000000000000000042e-03,5.000000000000000104e-03,2.000000000000000111e-01,5.000000000000000278e-02,1.000000000000000021e-03,1.000000000000000000e+02,1.000000000000000056e-01,1.000000000000000021e-03,1.000000000000000021e-03
2.000000000000000042e-03,5.000000000000000104e-03,2.000000000000000111e-01,5.000000000000000278e-02,1.000000000000000021e-03,1.000000000000000000e+02,1.000000000000000056e-01,1.000000000000000021e-03,1.000000000000000021e-03
2.000000000000000042e-03,5.000000000000000104e-03,2.000000000000000111e-01,5.000000000000000278e-02,1.000000000000000021e-03,1.000000000000000000e+02,1.000000000000000056e-01,1.000000000000000021e-03,1.000000000000000021e-03
2.000000000000000042e-03,5.000000000000000104e-03,2.000000000000000111e-01,5.000000000000000278e-02,1.000000000000000021e-03,1.000000000000000000e+02,1.000000000000000056e-01,1.000000000000000021e-03,1.000000000000000021e-03
2.000000000000000042e-03,5.000000000000000104e-03,2.000000000000000111e-01,5.000000000000000278e-02,1.000000000000000021e-03,1.000000000000000000e+02,1.000000000000000056e-01,1.000000000000000021e-03,1.000000000000000021e-03
2.000000000000000042e-03,5.000000000000000104e-03,2.000000000000000111e-01,5.000000000000000278e-02,1.000000000000000021e-03,1.000000000000000000e+02,1.000000000000000056e-01,1.000000000000000021e-03,1.000000000000000021e-03
